trip_distance,rate_code,fare_amount,extra,service_tax,tip_amount,tolls_amount,imp_surcharge,Peak Hour Charges,total_amount,total_amount with night charges,City_location_id,dropoff_location_id,year,month,day,day_of_week,hour_of_day,trip_duration,model,passenger_count,City_longitude,Delhi_latitude,dropoff_longitude,dropoff_latitude,Pickup_city,Pickup_State,Time_Category
10.5,3,3075,44,112,53,134.12,84.29,3.3,3502,11556.6,142,138,2019,4,19,Wednesday,3:28 AM,184,AUTO,1,-74.00186,40.737772,-74.009763,40.714795,Ahmedabad,Gujarat,Late_Night
10,1,3854,45,100,53,220.1,35.16,3.3,4307,14213.1,138,230,2022,10,19,Thrusday,1:40 AM,193,SEDAN,3,-73.99285889,40.73778915,-73.99274445,40.73773575,Surat,Gujarat,Late_Night
5.4,5,1845,30,82,475.6,382.26,39.61,2.5,2854,7135,237,168,2022,10,16,Monday,9:58 PM,77,AUTO,1,-73.987997,40.737872,-73.988583,40.757525,Lucknow,Uttar Pradesh,Night
8.84,3,2173,24,121,328,353.8,99.99,3.3,3100,10230,263,65,2020,10,11,Wednesday,3:41 AM,45,AUTO,3,-73.983752,40.737981,-73.975042,40.748834,Jaipur,Rajasthan,Late_Night
9.77,5,3280,13,127,53,91.97,37.22,2.5,3602,9005,161,134,2018,7,30,Sunday,9:25 PM,156,AUTO,1,-73.996268,40.738123,-73.98238,40.73617,Kanpur,Uttar Pradesh,Night
6.2,7,2255,35,149,5953.4,4.67,28.36,1,8425,8425,100,37,2020,10,16,Monday,3:03 PM,262,AUTO,1,-73.981095,40.73816,-73.990587,40.740105,Mirzapur,Uttar Pradesh,AfterNoon
12.56,6,2829,6,67,681.42,332.36,36.61,0.8,3952,3161.6,138,224,2019,5,23,Tuesday,5:40 AM,59,AUTO,1,-73.983397,40.738183,-73.971395,40.758023,Nagpur,Maharashtra,Morning
5.17,9,2091,23,82,659.28,321.43,33.32,2.5,3210,8025,114,61,2023,9,21,Thrusday,9:41 PM,183,AUTO,1,-73.987437,40.738262,-73.975865,40.74594,Ghaziabad,Uttar Pradesh,Night
6.6,6,2050,30,98,438.7,117.7,11.03,1,2745,2745,233,25,2023,4,5,Wednesday,2:04 PM,75,AUTO,1,-73.985881,40.7383,-73.96499,40.775237,Supaul,Bihar,AfterNoon
12.25,3,3116,10,53,369,343.86,19.5,2.5,3911,9777.5,158,127,2022,11,7,Tuesday,9:10 PM,71,AUTO,1,-73.983825,40.738307,-73.957293,40.766155,Vadodara,Gujarat,Night
13.63,9,3157,15,90,644.52,179.08,55.69,2,4141,8282,132,223,2020,6,3,Saturday,5:28 PM,265,AUTO,1,-73.998965,40.73831,-73.997162,40.747027,Rajkot,Gujarat,Evening
11.9,1,3444,45,64,992.2,175.79,34.86,0.8,4756,3804.8,138,48,2019,10,3,Tuesday,5:09 AM,185,MINI,5,-73.996222,40.738397,-73.945933,40.792682,Vishakhapatnam,Andhra Pradesh,Morning
13.41,1,3198,39,101,747.532,349.72,93.85,1,4529,4529,231,138,2020,6,15,Thrusday,1:25 PM,82,AUTO,5,-74.00557,40.73857,-73.99439,40.74606,Indore,Madhya Pradesh,AfterNoon
10.95,9,2706,2,61,1846.64,38.21,98.89,3.3,4753,15684.9,211,165,2019,8,18,Friday,1:40 AM,120,MINI,1,-73.987365,40.738572,-73.977218,40.775352,Thane,Maharashtra,Late_Night
0.6,2,205,9,98,53,203.72,85.15,1,654,654,163,163,2018,3,19,Sunday,2:44 PM,150,AUTO,1,-73.999556,40.738662,-73.979409,40.727603,Bhopal,Madhya Pradesh,AfterNoon
8.5,2,2460,14,107,598.6,17.14,94.92,0.8,3292,2633.6,138,161,2019,11,6,Monday,6:47 AM,207,SUV,1,-73.98332977,40.73871994,-73.93319702,40.84722519,Pimpri-Chinchwad,Maharashtra,Morning
3.3,2,1886,6,138,328,143.48,7.51,1,2509,2509,113,43,2018,5,24,Wednesday,2:15 PM,237,AUTO,1,-74.008163,40.73873,-73.9903,40.767205,Patna,Bihar,AfterNoon
6.42,10,2050,23,84,431.32,184.94,23.49,2.5,2797,6992.5,90,181,2018,3,6,Monday,10:43 PM,80,AUTO,1,-73.989708,40.73873,-73.997613,40.724167,Bilaspur,Chhattisgarh,Night
8.35,8,1968,16,151,5539.22,166.2,97.55,0.8,7938,6350.4,138,162,2018,8,19,Saturday,9:01 AM,278,AUTO,2,-74.003502,40.738745,-73.993317,40.752022,Ludhiana,Punjab,Morning
8.38,9,2255,36,121,558.42,291.65,43.44,0.8,3306,2644.8,138,164,2022,6,6,Tuesday,5:14 AM,175,AUTO,1,-74.006642,40.738927,-74.010828,40.717907,agra,Uttar Pradesh,Morning
8.8,7,2132,4,69,446.9,304.45,78.64,0.8,3035,2428,138,97,2022,2,7,Tuesday,7:05 AM,67,MINI,2,-74.008125,40.738935,-73.980522,40.759953,Madurai,Tamil Nadu,Morning
8.3,3,2296,42,156,487.9,41.94,90.96,2,3115,6230,237,231,2022,4,25,Tuesday,7:29 PM,217,AUTO,1,-73.98732,40.738957,-74.004458,40.707322,Jamshedpur,Jharkhand,Evening
6.7,8,2009,43,50,422.3,367.51,62.97,2.5,2955,7387.5,100,181,2023,7,6,Thrusday,10:03 PM,97,AUTO,2,-73.97936,40.73897,-73.992294,40.753787,Prayagraj,Uttar Pradesh,Night
4.5,6,1763,40,115,455.1,101.95,63.78,3.3,2539,8378.7,229,144,2019,3,9,Thrusday,2:45 AM,182,AUTO,1,-73.991245,40.739058,-73.992972,40.76768,Nasik,Maharashtra,Late_Night
8.17,2,2419,37,130,496.92,175.72,28.5,3.3,3287,10847.1,238,20,2020,6,14,Wednesday,12:06 AM,283,AUTO,1,-73.98729,40.739077,-74.008045,40.712155,Faridabad,Haryana,Late_Night
7.35,4,2091,47,73,431.32,271.08,97.98,0.8,3011,2408.8,162,138,2022,10,3,Tuesday,5:49 AM,167,AUTO,5,-73.983364,40.739141,-73.995759,40.764159,Meerut,Uttar Pradesh,Morning
8.7,6,2296,30,57,574,329.5,35.37,0.8,3322,2657.6,238,129,2018,5,12,Friday,6:00 AM,227,AUTO,1,-73.988477,40.739202,-74.001812,40.740582,Jabalpur,Madhya Pradesh,Morning
6.82,3,2009,0,55,423.12,384.82,72.63,3.3,2945,9718.5,125,85,2022,11,5,Sunday,12:58 AM,158,AUTO,1,-73.991192,40.739212,-74.00175,40.72844,Kalyan,Maharashtra,Late_Night
7.2,8,1804,47,69,2535,168.07,21.17,2,4644,9288,52,170,2021,3,16,Thrusday,5:16 PM,158,AUTO,1,-73.979668,40.739275,-73.975107,40.756322,Vasai-Virar,Maharashtra,Evening
5.69,1,1804,17,134,382.12,178.71,74.11,2.5,2590,6475,211,239,2022,9,11,Monday,10:15 PM,232,SEDAN,1,-73.994618,40.739409,-73.936439,40.629948,Najafgarh,Delhi,Night
8.7,4,2460,41,47,599.42,132.12,31.03,0.8,3311,2648.8,138,186,2019,3,27,Monday,8:50 AM,160,AUTO,1,-74.00269,40.739438,-73.994579,40.75057,Varanasi,Uttar Pradesh,Morning
21.33,2,6273,6,126,8253,23.48,13.24,1,14695,14695,236,1,2018,9,1,Friday,1:42 PM,192,AUTO,1,-73.987366,40.739465,-74.002286,40.74703,Srinagar,Jammu and Kashmir,AfterNoon
0.3,10,246,42,68,31.16,390.49,67.46,1,845,845,238,239,2018,4,3,Monday,12:18 PM,238,AUTO,1,-73.995083,40.739527,-73.999599,40.726264,Aurangabad,Maharashtra,AfterNoon
6.48,5,2009,12,76,53,193.93,59.79,2,2404,4808,164,13,2018,7,19,Wednesday,7:27 PM,300,MINI,5,-73.992128,40.739535,-73.95814,40.768797,Dhanbad,Jharkhand,Evening
9.27,6,2993,50,110,7536.532,279.07,72.03,1,11041,11041,138,100,2018,10,16,Monday,2:44 PM,115,AUTO,1,-74.002581,40.739572,-73.99458,40.760682,Amritsar,Punjab,AfterNoon
9.2,10,2501,14,74,779,170.73,46.09,2.5,3585,8962.5,48,97,2019,10,6,Friday,10:47 PM,293,MINI,1,-74.002113,40.739582,-73.971918,40.791899,Aligarh,Uttar Pradesh,Night
9.93,7,2337,47,151,574.82,55.42,78.51,1,3244,3244,138,208,2022,12,20,Wednesday,2:30 PM,80,AUTO,1,-74.002198,40.739608,-73.987342,40.720295,Guwahati,Assam,AfterNoon
12.11,6,3444,6,135,492,281.31,26.11,2,4384,8768,138,37,2020,6,25,Sunday,5:41 PM,181,MINI,1,-74.002285,40.73961,-73.952757,40.779637,Haora,West Bengal,Evening
13.74,10,4141,33,119,615,50.55,30.56,3.3,4989,16463.7,132,65,2022,7,17,Monday,12:12 AM,161,AUTO,1,-73.982377,40.739743,-73.959688,40.758598,Ranchi,Jharkhand,Late_Night
8.7,2,2091,9,149,524.8,203.33,62.81,1,3040,3040,138,229,2023,4,7,Friday,3:43 PM,129,AUTO,1,-73.985582,40.739765,-73.973899,40.760426,Gwalior,Madhya Pradesh,AfterNoon
10.92,5,2583,20,108,328,2.63,6.37,0.8,3048,2438.4,233,228,2019,10,15,Sunday,7:52 AM,126,AUTO,1,-74.003018,40.73978,-73.991533,40.733091,Delhi,Delhi,Morning
9.58,6,2337,42,148,574.82,22.72,94.8,3.3,3219,10622.7,138,229,2018,7,29,Saturday,1:53 AM,169,AUTO,1,-74.002399,40.739851,-74.003129,40.749244,Mumbai,Maharashtra,Late_Night
6.37,2,1845,27,110,382.12,300.73,73.16,3.3,2738,9035.4,209,239,2023,2,17,Friday,4:04 AM,128,AUTO,5,-73.987297,40.739905,-73.987768,40.735363,Kolkata,West Bengal,Late_Night
9.17,2,2870,29,77,681.42,209.64,80.87,1,3948,3948,138,164,2019,6,27,Tuesday,2:13 PM,154,MINI,1,-74.002745,40.739927,-73.954677,40.780765,Bangalore,Karnataka,AfterNoon
10.63,4,3608,44,93,53,77.72,9.6,2.5,3885,9712.5,90,61,2020,10,20,Friday,10:23 PM,251,AUTO,1,-73.990909,40.739949,-73.993856,40.732722,Chennai,Tamil Nadu,Night
7.56,1,2050,30,89,431.32,271.06,65.21,0.8,2937,2349.6,97,100,2018,5,15,Monday,11:53 AM,298,AUTO,1,-74.002078,40.73996,-73.979133,40.749912,Hyderabad,Telangana,Morning
5,7,1763,33,87,373.1,32.06,70.26,0.8,2358,1886.4,239,144,2019,10,15,Sunday,8:21 AM,189,AUTO,1,-73.995331,40.739986,-73.987655,40.736707,Pune,Maharashtra,Morning
9.62,6,3239,50,146,771.62,272.72,13.97,3.3,4493,14826.9,138,107,2023,3,16,Thrusday,3:54 AM,223,AUTO,1,-74.00597,40.740063,-73.989495,40.77453,Ahmedabad,Gujarat,Late_Night
13.98,2,3526,17,146,812.62,256.7,11.37,2,4770,9540,138,249,2019,10,17,Tuesday,4:11 PM,63,AUTO,1,-74.002317,40.740082,-73.982923,40.728155,Surat,Gujarat,Evening
17.62,8,5617,24,115,13953.72,166.86,64.72,2,19941,39882,230,1,2018,3,27,Monday,4:38 PM,215,MINI,1,-74.005627,40.740167,-73.97611,40.764935,Lucknow,Uttar Pradesh,Evening
6.2,2,1927,35,145,389.5,389.17,20.11,1,2906,2906,79,239,2018,1,17,Tuesday,12:56 PM,126,AUTO,1,-73.990138,40.740232,-73.99523,40.718407,Jaipur,Rajasthan,AfterNoon
8.28,3,2788,11,118,578.92,26.4,35.16,3.3,3557,11738.1,186,223,2023,3,15,Wednesday,1:33 AM,45,AUTO,1,-74.005739,40.740252,-74.011023,40.716267,Kanpur,Uttar Pradesh,Late_Night
22.3,9,4961,8,122,8253,394.56,95.57,1,13834,13834,132,40,2022,3,8,Wednesday,12:14 PM,223,MINI,2,-74.005727,40.740298,-73.958997,40.780615,Mirzapur,Uttar Pradesh,AfterNoon
8.12,1,1927,21,59,53,325.3,67.77,0.8,2453,1962.4,132,139,2019,6,28,Wednesday,11:33 AM,156,AUTO,2,-73.98605,40.740312,-73.991563,40.726738,Nagpur,Maharashtra,Morning
9.6,10,2501,1,91,623.2,69.77,16.99,2.5,3303,8257.5,138,151,2020,2,7,Tuesday,9:21 PM,178,MINI,1,-73.99836,40.740348,-73.946455,40.777348,Ghaziabad,Uttar Pradesh,Night
11.53,8,2542,39,85,53,374.57,29.63,0.8,3123,2498.4,132,138,2023,3,18,Saturday,5:20 AM,147,AUTO,1,-74.000273,40.740421,-74.00707,40.72879,Supaul,Bihar,Morning
8.37,2,2337,40,76,488.72,300.76,53.37,2.5,3296,8240,158,72,2020,3,6,Monday,9:03 PM,169,AUTO,3,-73.975773,40.740607,-73.938297,40.757128,Vadodara,Gujarat,Night
11.33,2,2665,4,85,648.62,300.55,11.16,2.5,3714,9285,138,243,2019,3,24,Friday,9:22 PM,230,AUTO,1,-73.98194122,40.74060822,-73.99118042,40.748909,Rajkot,Gujarat,Night
5.8,9,1968,5,105,4535.9,229.69,21.38,1,6865,6865,162,87,2020,5,24,Wednesday,12:57 PM,94,AUTO,1,-74.008557,40.74061,-73.984283,40.73207,Vishakhapatnam,Andhra Pradesh,AfterNoon
9.84,3,2419,41,124,496.92,315.6,82.1,1,3479,3479,138,64,2019,5,4,Thrusday,3:11 PM,280,AUTO,2,-73.97895,40.740626,-74.004094,40.742935,Indore,Madhya Pradesh,AfterNoon
6.3,5,2132,30,144,439.52,280.03,64.58,3.3,3090,10197,107,97,2022,9,14,Thrusday,4:10 AM,192,AUTO,2,-74.005583,40.740728,-74.003423,40.748705,Thane,Maharashtra,Late_Night
8.5,2,2460,11,88,639.6,367.42,81.43,2,3647,7294,141,40,2019,3,15,Wednesday,4:31 PM,167,MINI,1,-73.993717,40.740785,-73.999272,40.676617,Bhopal,Madhya Pradesh,Evening
10.2,3,3116,11,44,12353,23.33,79.61,3.3,15627,51569.1,138,48,2020,5,15,Monday,4:20 AM,76,AUTO,1,-73.987594,40.740836,-73.984096,40.758331,Pimpri-Chinchwad,Maharashtra,Late_Night
6.8,7,1845,13,141,389.5,311.66,14.33,1,2714,2714,246,41,2021,6,26,Monday,12:40 PM,295,AUTO,1,-74.007472,40.74088,-74.008959,40.738234,Patna,Bihar,AfterNoon
10.1,6,2378,32,154,53,331.31,16.08,0.8,2964,2371.2,238,200,2022,3,19,Sunday,11:00 AM,120,MINI,1,-74.001562,40.741032,-73.95868,40.719377,Bilaspur,Chhattisgarh,Morning
3.32,5,1886,43,80,487.9,169.83,99.07,0.8,2766,2212.8,234,142,2018,11,7,Tuesday,8:42 AM,50,AUTO,1,-73.994628,40.741102,-73.987987,40.746582,Ludhiana,Punjab,Morning
8.43,6,1968,44,53,328,296.25,41.01,3.3,2730,9009,262,13,2022,12,20,Wednesday,3:52 AM,118,AUTO,1,-74.00008,40.741117,-74.006663,40.730883,agra,Uttar Pradesh,Late_Night
20.11,8,6355,29,79,1448.12,29.57,93.23,1,8034,8034,238,1,2021,4,3,Monday,1:41 PM,57,AUTO,1,-73.998082,40.741128,-73.993909,40.739392,Madurai,Tamil Nadu,AfterNoon
6.5,7,1763,18,111,328,70.04,43.47,1,2334,2334,145,24,2020,3,8,Wednesday,1:04 PM,105,AUTO,1,-73.983742,40.7412,-73.973387,40.743797,Jamshedpur,Jharkhand,AfterNoon
9.7,6,2993,44,79,722.42,246.48,51.63,0.8,4137,3309.6,138,234,2023,8,9,Wednesday,10:04 AM,155,AUTO,3,-73.989807,40.74123,-73.993917,40.726492,Prayagraj,Uttar Pradesh,Morning
6.46,7,2378,5,57,496.92,274.37,65.42,2,3277,6554,186,17,2019,3,6,Monday,5:50 PM,236,AUTO,1,-74.005798,40.741247,-74.01719,40.705187,Nasik,Maharashtra,Evening
6.8,9,1804,5,94,373.1,301.36,10.89,3.3,2588,8540.4,262,88,2021,10,17,Tuesday,2:44 AM,117,SUV,1,-74.00775,40.741277,-73.790292,40.64676,Faridabad,Haryana,Late_Night
13.6,7,3403,44,44,7531.1,381.68,32.05,1,11436,11436,132,190,2019,7,28,Friday,3:38 PM,18,MINI,6,-74.001343,40.74132,-73.928619,40.864267,Meerut,Uttar Pradesh,AfterNoon
8.4,5,3075,47,108,656,95.71,55.22,0.8,4037,3229.6,13,188,2019,3,18,Saturday,7:49 AM,276,AUTO,1,-74.001212,40.74134,-73.986977,40.740538,Jabalpur,Madhya Pradesh,Morning
6.6,1,2419,16,104,496.1,147.43,8.64,1,3191,3191,249,236,2020,6,3,Saturday,1:21 PM,272,AUTO,1,-73.985413,40.741423,-73.953599,40.767099,Kalyan,Maharashtra,AfterNoon
11.39,4,2952,16,72,611.72,305.61,26.71,3.3,3984,13147.2,151,52,2019,2,4,Saturday,2:09 AM,174,AUTO,1,-73.98708,40.741545,-73.990558,40.736778,Vasai-Virar,Maharashtra,Late_Night
0.1,8,246,19,91,53,318.05,61.08,0.8,788,630.4,41,41,2022,3,10,Friday,11:50 AM,53,AUTO,2,-73.993701,40.741569,-73.987999,40.748834,Najafgarh,Delhi,Morning
6.15,4,1804,20,77,373.92,310.4,3.17,2,2588,5176,151,79,2023,9,1,Friday,6:39 PM,244,SUV,1,-73.95403,40.74158,-73.995527,40.742962,Varanasi,Uttar Pradesh,Evening
8.74,10,2214,42,134,464.12,385.84,8.97,0.8,3249,2599.2,186,244,2020,10,14,Saturday,6:28 AM,200,AUTO,1,-73.980487,40.74161,-73.980617,40.746868,Srinagar,Jammu and Kashmir,Morning
4.04,10,1804,29,58,53,176.92,22.59,2,2144,4288,164,238,2019,6,18,Sunday,6:50 PM,273,MINI,1,-73.98538208,40.74161911,-73.92014313,40.75632858,Aurangabad,Maharashtra,Evening
5.99,5,1804,32,60,382.12,293.74,20,1,2592,2592,100,166,2023,1,18,Wednesday,12:03 PM,165,AUTO,1,-73.983267,40.741622,-74.001337,40.731072,Dhanbad,Jharkhand,AfterNoon
7,1,2214,6,103,463.3,72.22,55.19,2,2914,5828,68,223,2021,1,6,Friday,6:35 PM,299,AUTO,1,-74.004822,40.741812,-74.007312,40.733577,Amritsar,Punjab,Evening
8.3,7,2337,12,82,487.9,175.37,26.56,1,3121,3121,161,243,2022,2,14,Tuesday,2:19 PM,122,SEDAN,5,-73.985125,40.74187,-73.996269,40.737978,Aligarh,Uttar Pradesh,AfterNoon
4.2,6,2378,32,79,487.9,378.18,68.38,0.8,3423,2738.4,264,264,2021,11,30,Thrusday,9:02 AM,229,AUTO,1,-73.996148,40.74189,-73.992202,40.739425,Guwahati,Assam,Morning
10.91,10,2993,2,149,53,94.6,7.82,2.5,3299,8247.5,261,39,2021,12,11,Monday,9:37 PM,231,MINI,1,-74.004507,40.741932,-74.005212,40.705272,Haora,West Bengal,Night
10.1,6,2419,29,56,496.1,216.16,74.8,0.8,3291,2632.8,138,25,2021,10,27,Friday,6:16 AM,230,AUTO,1,-74.00406,40.741953,-73.979982,40.762617,Ranchi,Jharkhand,Morning
8.58,5,2296,17,142,354.24,319.93,43.63,1,3173,3173,229,138,2018,6,4,Sunday,1:44 PM,119,AUTO,1,-73.987447,40.741957,-73.977993,40.754168,Gwalior,Madhya Pradesh,AfterNoon
9.13,3,2460,28,84,615.82,290.36,83.75,2.5,3562,8905,138,236,2018,5,2,Tuesday,9:57 PM,215,MINI,1,-73.974748,40.742002,-73.88201,40.754017,Delhi,Delhi,Night
11.12,3,2870,28,82,851.98,120.75,51.03,0.8,4004,3203.2,230,138,2023,10,3,Tuesday,5:51 AM,57,AUTO,1,-73.980695,40.742047,-73.97293,40.759006,Mumbai,Maharashtra,Morning
9.3,10,2583,47,124,623.2,348.24,77.64,2.5,3803,9507.5,138,107,2021,2,5,Sunday,11:54 PM,124,AUTO,1,-73.98091125,40.74206543,-73.97698975,40.75165558,Kolkata,West Bengal,Night
10.25,1,2460,3,128,5535.12,172.02,96.54,0.8,8395,6716,125,138,2023,3,7,Tuesday,9:00 AM,129,AUTO,1,-74.000804,40.742088,-73.996935,40.747343,Bangalore,Karnataka,Morning
11.37,10,3075,21,48,722.42,5.61,97.28,3.3,3969,13097.7,230,138,2020,8,22,Tuesday,3:28 AM,94,AUTO,1,-73.974677,40.742088,-73.987775,40.738957,Chennai,Tamil Nadu,Late_Night
17.72,1,5494,43,57,1697.4,82.77,91.62,2.5,7466,18665,230,1,2022,6,23,Friday,10:51 PM,156,AUTO,1,-73.982442,40.742135,-73.992495,40.738278,Hyderabad,Telangana,Night
12.3,3,3075,30,116,9153.2,264.58,83.09,3.3,12722,41982.6,138,50,2019,4,5,Wednesday,12:47 AM,251,AUTO,2,-74.0045,40.742143,-73.99433,40.720412,Pune,Maharashtra,Late_Night
13.45,7,3116,45,101,53,17.38,28.11,0.8,3360,2688,100,60,2022,1,19,Thrusday,11:56 AM,171,AUTO,1,-73.99716,40.742155,-74.005573,40.726273,Ahmedabad,Gujarat,Morning
7.43,5,2747,43,43,53,251.2,47.57,0.8,3185,2548,140,82,2021,5,16,Tuesday,8:32 AM,87,AUTO,2,-73.99097,40.742158,-73.977728,40.72673,Surat,Gujarat,Morning
9.7,8,2952,36,154,53,29.22,92.69,2,3317,6634,75,208,2022,9,4,Monday,5:18 PM,124,AUTO,1,-73.983033,40.74217,-73.970815,40.761075,Lucknow,Uttar Pradesh,Evening
10.2,1,2624,27,56,6453.42,197.05,98.87,0.8,9456,7564.8,138,161,2019,10,16,Monday,11:12 AM,174,AUTO,1,-73.985217,40.742177,-73.99998,40.726917,Jaipur,Rajasthan,Morning
3.32,4,1927,33,97,398.52,297.69,41.98,2.5,2795,6987.5,239,164,2023,11,6,Monday,11:44 PM,265,AUTO,1,-73.99092102,40.7422142,-73.98013306,40.76073837,Kanpur,Uttar Pradesh,Night
13.3,9,2952,0,109,328,55.65,60.95,0.8,3506,2804.8,246,200,2021,10,28,Saturday,10:30 AM,178,AUTO,1,-73.977845,40.742215,-73.987593,40.72151,Mirzapur,Uttar Pradesh,Morning
10.13,5,3198,6,128,747.532,103.06,20.52,0.8,4203,3362.4,113,138,2023,6,6,Tuesday,8:39 AM,290,AUTO,1,-74.000685,40.742238,-74.000355,40.735275,Nagpur,Maharashtra,Morning
4.5,5,1845,37,57,381.3,22.7,32.69,2,2376,4752,87,163,2019,7,17,Monday,7:35 PM,74,AUTO,2,-73.98262024,40.74237061,-73.99588013,40.73276138,Ghaziabad,Uttar Pradesh,Evening
10.3,4,3034,37,107,729.8,305.5,93.41,0.8,4307,3445.6,161,138,2019,7,27,Thrusday,5:37 AM,35,AUTO,1,-73.986143,40.74242,-73.98797,40.735319,Supaul,Bihar,Morning
10.1,10,2870,10,128,869.2,311.33,77.5,0.8,4266,3412.8,79,89,2018,10,12,Thrusday,9:47 AM,48,AUTO,1,-73.97452,40.742482,-73.985706,40.746613,Vadodara,Gujarat,Morning
14.3,4,3608,31,131,742.1,315.66,98.66,2,4926,9852,132,7,2023,8,16,Wednesday,5:25 PM,257,AUTO,1,-73.992253,40.742657,-73.983597,40.755947,Rajkot,Gujarat,Evening
7.5,10,2706,48,126,692.9,69.71,51.01,2.5,3694,9235,186,33,2019,9,14,Thrusday,9:33 PM,173,AUTO,1,-73.992877,40.742668,-73.983468,40.74748,Vishakhapatnam,Andhra Pradesh,Night
7.9,3,2091,50,47,53,41.27,5.15,0.8,2287,1829.6,263,87,2021,10,18,Wednesday,8:48 AM,181,AUTO,1,-73.988607,40.742692,-73.976811,40.764702,Indore,Madhya Pradesh,Morning
8.81,6,2665,7,43,819.18,322.23,92.07,2.5,3948,9870,230,65,2018,11,29,Wednesday,11:39 PM,86,AUTO,1,-73.996612,40.742772,-74.000905,40.73677,Thane,Maharashtra,Night
11.63,8,2788,34,150,665.532,322.07,52.88,2.5,4012,10030,138,224,2018,5,14,Sunday,9:53 PM,293,AUTO,5,-73.984556,40.742882,-73.959081,40.763551,Bhopal,Madhya Pradesh,Night
8.4,3,2665,25,149,561.7,174.32,57.04,3.3,3632,11985.6,186,54,2020,4,3,Monday,1:02 AM,40,AUTO,1,-73.99332428,40.74293137,-74.00720978,40.73700333,Pimpri-Chinchwad,Maharashtra,Late_Night
3.54,5,1886,38,63,53,128.23,58.93,0.8,2227,1781.6,237,90,2018,11,8,Wednesday,10:45 AM,136,MINI,3,-74.003815,40.743057,-73.948877,40.778277,Patna,Bihar,Morning
26.79,10,6027,23,57,53,138.63,79.71,2.5,6378,15945,246,91,2022,3,18,Saturday,8:21 PM,82,AUTO,1,-74.000122,40.74308,-74.00615,40.734233,Bilaspur,Chhattisgarh,Night
14.41,5,3526,45,45,718.32,128.26,13.51,3.3,4476,14770.8,138,177,2019,3,16,Thrusday,4:13 AM,291,AUTO,2,-73.980068,40.743103,-73.991181,40.750228,Ludhiana,Punjab,Late_Night
3.6,5,1763,0,104,365.72,284.29,67.44,0.8,2584,2067.2,238,233,2023,6,4,Sunday,10:36 AM,114,AUTO,1,-73.98948,40.743287,-73.965692,40.754512,agra,Uttar Pradesh,Morning
6.41,1,2050,28,124,53,81.64,0.97,2.5,2338,5845,137,112,2018,9,5,Tuesday,8:47 PM,16,AUTO,1,-73.979935,40.743327,-73.975335,40.749667,Madurai,Tamil Nadu,Night
9.5,2,2460,40,48,328,301.52,68.82,3.3,3246,10711.8,230,138,2018,4,2,Sunday,1:33 AM,52,AUTO,1,-74.00758,40.743351,-73.989144,40.744682,Jamshedpur,Jharkhand,Late_Night
6.43,6,2009,29,103,414.92,0.75,98.01,0.8,2655,2124,236,249,2018,10,17,Tuesday,6:41 AM,84,AUTO,1,-73.987935,40.743435,-74.002877,40.730907,Prayagraj,Uttar Pradesh,Morning
19.29,5,4223,9,149,865.92,250.34,16.45,1,5514,5514,132,97,2020,2,14,Tuesday,1:59 PM,195,MINI,1,-73.992307,40.743502,-73.97511,40.787605,Nasik,Maharashtra,AfterNoon
3.8,1,1804,35,105,467.4,319.95,37.12,1,2768,2768,140,194,2023,5,2,Tuesday,12:54 PM,141,SUV,1,-73.992385,40.743538,-73.776321,40.645286,Faridabad,Haryana,AfterNoon
9.04,7,2214,8,130,558.42,384.66,77.27,2,3372,6744,138,68,2023,9,23,Saturday,4:29 PM,128,AUTO,1,-73.999627,40.743547,-73.98927,40.756862,Meerut,Uttar Pradesh,Evening
7.87,6,2173,47,149,5553.22,293.26,7.14,2,8223,16446,68,82,2019,6,5,Monday,5:18 PM,84,AUTO,3,-74.00344,40.743554,-73.974042,40.750274,Jabalpur,Madhya Pradesh,Evening
10.88,4,2542,4,63,615.82,228.43,22.37,3.3,3476,11470.8,138,170,2022,6,24,Saturday,1:44 AM,50,MINI,1,-73.996038,40.74358,-73.972355,40.693182,Kalyan,Maharashtra,Late_Night
10.99,8,2747,9,117,656.82,186.84,70.27,1,3787,3787,138,162,2019,4,17,Monday,12:15 PM,254,AUTO,2,-73.98394775,40.74375153,-73.99259186,40.72537994,Vasai-Virar,Maharashtra,AfterNoon
16.7,5,5986,6,105,328,95.83,98.9,3.3,6620,21846,264,264,2019,8,16,Wednesday,12:19 AM,188,AUTO,1,-73.995883,40.743785,-73.990057,40.767137,Najafgarh,Delhi,Late_Night
5.9,10,2337,11,126,598.6,20.96,74.94,0.8,3169,2535.2,13,137,2018,9,12,Tuesday,7:02 AM,73,AUTO,1,-73.979394,40.743794,-73.973263,40.739369,Varanasi,Uttar Pradesh,Morning
9.5,8,2501,42,74,758.5,52.37,47.13,0.8,3475,2780,138,239,2022,3,29,Wednesday,8:16 AM,153,AUTO,3,-74.00672,40.743813,-73.994987,40.760258,Srinagar,Jammu and Kashmir,Morning
10.62,9,3116,17,142,8253,376.22,0.3,0.8,11905,9524,161,138,2022,4,16,Sunday,6:38 AM,271,MINI,5,-73.97339,40.743883,-73.954021,40.766063,Aurangabad,Maharashtra,Morning
11.97,6,3731,39,50,853.62,215.31,63.22,1,4952,4952,138,100,2021,3,8,Wednesday,12:44 PM,138,AUTO,4,-73.995892,40.74389,-74.004377,40.734933,Dhanbad,Jharkhand,AfterNoon
